id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_152,2025-11-06T12:22:08.635969,cust_3022,cust_3022: I have an issue: unable to trade. Please help,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_153,2025-11-06T12:22:08.635969,cust_2464,cust_2464: I have an issue: account locked. Please help,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_154,2025-11-04T12:22:08.635969,cust_4806,cust_4806: I have an issue: how to reset password. Need assistance,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_155,2025-08-18T12:22:08.635969,cust_1527,cust_1527: I have an issue: need KYC help. Please help,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_156,2025-08-17T12:22:08.635969,cust_4547,cust_4547: I have an issue: deposit not credited. Need assistance,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_157,2025-08-28T12:22:08.635969,cust_3495,cust_3495: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_158,2025-10-19T12:22:08.635969,cust_1652,cust_1652: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_159,2025-11-06T12:22:08.635969,cust_4988,cust_4988: I have an issue: account locked. Urgent,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_160,2025-10-28T12:22:08.635969,cust_4765,cust_4765: I have an issue: how to change bank details. Thanks,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_161,2025-11-08T12:22:08.635969,cust_573,cust_573: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_162,2025-09-02T12:22:08.635969,cust_2758,cust_2758: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_163,2025-09-27T12:22:08.635969,cust_1311,cust_1311: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_164,2025-09-15T12:22:08.635969,cust_4376,cust_4376: I have an issue: how to change bank details. Please help,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_165,2025-10-22T12:22:08.635969,cust_2353,cust_2353: I have an issue: how to reset password. Need assistance,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_166,2025-09-23T12:22:08.635969,cust_3424,cust_3424: I have an issue: how to change bank details. Thanks,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_167,2025-10-06T12:22:08.635969,cust_3040,cust_3040: I have an issue: account locked. Urgent,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_168,2025-10-02T12:22:08.635969,cust_533,cust_533: I have an issue: how to change bank details. Urgent,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_169,2025-09-13T12:22:08.635969,cust_4882,cust_4882: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_170,2025-08-27T12:22:08.635969,cust_4246,cust_4246: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_171,2025-10-20T12:22:08.637028,cust_2871,cust_2871: I have an issue: unable to trade. Please help,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_172,2025-08-28T12:22:08.637028,cust_1812,cust_1812: I have an issue: account locked. Need assistance,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_173,2025-10-13T12:22:08.637028,cust_1530,cust_1530: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_174,2025-11-09T12:22:08.637028,cust_2554,cust_2554: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_175,2025-11-07T12:22:08.637028,cust_695,cust_695: I have an issue: need KYC help. Urgent,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_176,2025-10-20T12:22:08.637028,cust_3810,cust_3810: I have an issue: error on mobile app. Urgent,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_177,2025-09-14T12:22:08.637028,cust_1485,cust_1485: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_178,2025-09-25T12:22:08.637028,cust_2462,cust_2462: I have an issue: how to change bank details. Thanks,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_179,2025-10-03T12:22:08.637028,cust_240,cust_240: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_180,2025-08-15T12:22:08.637028,cust_3791,cust_3791: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_181,2025-08-21T12:22:08.637028,cust_3176,cust_3176: I have an issue: need KYC help. Urgent,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_182,2025-08-23T12:22:08.637028,cust_2997,cust_2997: I have an issue: missing statement. Need assistance,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_183,2025-10-07T12:22:08.637028,cust_3845,cust_3845: I have an issue: how to reset password. Need assistance,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_184,2025-11-13T12:22:08.637028,cust_2726,cust_2726: I have an issue: account locked. Thanks,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_185,2025-10-27T12:22:08.637028,cust_826,cust_826: I have an issue: unable to trade. Thanks,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_186,2025-09-27T12:22:08.637028,cust_2854,cust_2854: I have an issue: error on mobile app. Please help,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_187,2025-09-23T12:22:08.637028,cust_1934,cust_1934: I have an issue: need KYC help. Thanks,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_188,2025-09-01T12:22:08.637028,cust_1486,cust_1486: I have an issue: transaction failed. Please help,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_189,2025-09-01T12:22:08.637028,cust_893,cust_893: I have an issue: need KYC help. Urgent,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_190,2025-10-07T12:22:08.637028,cust_3528,cust_3528: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_191,2025-10-01T12:22:08.637028,cust_3700,cust_3700: I have an issue: how to reset password. Need assistance,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_192,2025-09-03T12:22:08.637028,cust_414,cust_414: I have an issue: deposit not credited. Need assistance,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_193,2025-10-24T12:22:08.637028,cust_1123,cust_1123: I have an issue: error on mobile app. Thanks,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_194,2025-11-04T12:22:08.637028,cust_4027,cust_4027: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_195,2025-09-04T12:22:08.637028,cust_526,cust_526: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_196,2025-10-30T12:22:08.637028,cust_2607,cust_2607: I have an issue: transaction failed. Urgent,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
